Nome;Partido;Estado;Codigo;CC01O007E008923;CC01O010E008955;CD01O004O008658;CD01O004O008660;CD01O006O008679;CD01O008E008686;CD01O010O008688;CD01O010O008689;CD01O010O008694;CD01O010O008695;CD01O011O008696;CD01O011O008697;CD01O011O008698;CD01O011O008699;CD01O011O008700;CD01O011O008701;CD01O011O008702;CD01O012E008703;CD01O012E008704;CD01O012E008705;CD01O013E008706;CD01O022O008720;CD01O022O008722;CD01O031O008729;CD01O031O008730;CD01O032E008733;CD01O035O008734;CD01O035O008735;CD01O035O008736;CD01O035O008738;CD01O035O008739;CD01O035O008740;CD01O036E008741;CD01O036E008742;CD01O036E008743;CD01O043O008748;CD01O043O008749;CD01O043O008751;CD01O043O008752;CD01O044E008756;CD01O044E008758;CD01O044E008759;CD01O044E008760;CD01O044E008761;CD01O044E008762;CD01O054O008776;CD01O081O008795;CD01O091O008804;CD01O091O008805;CD01O091O008806;CD01O091O008807;CD01O091O008808;CD01O092E008810;CD01O092E008811;CD01O092E008812;CD01O092E008813;CD01O094O008814;CD01O094O008815;CD01O094O008817;CD01O094O008818;CD01O100O008819;CD01O109O008822;CD01O109O008823;CD01O109O008824;CD01O109O008826;CD01O110E008832;CD01O111E008835;CD01O114E008846;CD01O122O008858;CD01O122O008859;CD01O123E008860;CD01O123E008861;CD01O123E008863;CD01O123E008864;CD01O123E008865;CD01O124E008866;CD01O124E008867;CD01O124E008868;CD01O124E008869;CD01O124E008870;CD01O124E008871;CD01O124E008872;CD01O124E008873;CD01O127E008874;CD01O127E008875;CD01O127E008876;CD01O127E008877;CD01O127E008878;CD01O127E008879;CD01O127E008880;CD01O127E008881;CD01O127E008883;CD01O127E008891;CD01O128E008893;CD01O128E008894;CD01O128E008895;CD01O137E008915;CD01O137E008916;CD01O137E008917;CD01O137E008918;CD01O137E008919;CD01O137E008920;CD01O137E008921;CD01O137E008922;CD01O155E008925;CD01O155E008927;CD01O166O008930;CD01O166O008934;CD01O167E008936;CD01O170O008943;CD01O170O008950;CD01O171E008952;CD01O185E008959;CD01O185E008960;CD01O187E008961;CD01O187E008962;CD01O187E008963;CD01O187E008964;CD01O187E008965;CD01O188E008966;CD01O188E008967;CD01O188E008968;CD01O189E008969;CD01O189E008970;CD01O189E008971;CD01O189E008972;CD01O191E008973;CD01O191E008974;CD01O191E008975;CD01O192E008976;CD01O192E008977;CD01O192E008978;CD01O192E008979;CD01O194E008980;CD01O194E008981;CD01O194E008982;CD01O194E008983;CD01O195E008984;CD01O195E008985;CD01O195E008986;CD01O195E008988;CD01O196E008989;CD01O196E008990;CD01O196E008991;CD01O196E008992;CD01O196E008993;CD01O206E008995;CD01O206E008996;CD01O206E008997;CD01O207E008998;CD01O207E008999;CD01O207E009000;CD01O207E009001;CD01O207E009002;CD01O208E009003;CD01O208E009004;CD01O208E009005;CD01O210E009006;CD01O210E009007;CD01O210E009008;CD01O210E009009;CD01O210E009010;CD01O210E009011;CD01O215O009012;CD01O216E009013;CD01O216E009014;CD01O216E009015;CD01O216E009016;CD01O218E009018;CD01O218E009019;CD01O218E009021;CD01O218E009022;CD01O218E009023;CD01O218E009024;CD01O218E009025;SF01O007E008924;Lado;tsne-1d-one;tsne-2d-two
MIGUEL LOMBARDI;PL;São Paulo;378;Sim;Sim;Não Votou;Não;Art.;Não Votou;Sim;Não;Sim;Não;Não;Art.;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Sim;Sim;Sim;Obstrução;Obstrução;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;;MINORIA;16.419645;14.742662
PR. MARCO FELICIANO;Podemos;São Paulo;379;Sim;Sim;Não;Sim;Sim;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Não Votou;Não;Não;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não Votou;Não;Sim;Sim;Não;Sim;Não;;MINORIA;6.5437503;2.9221418
PAULO FREIRE COSTA;PL;São Paulo;380;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Não Votou;Não;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;;MINORIA;9.942227;20.755236
LUIZ FLÁVIO GOMES;PSB;São Paulo;381;Sim;Não;Não Votou;Obstrução;Não;Não Votou;Sim;Não;Sim;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Obstrução;Sim;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Não;Abstenção;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Sim;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;;OPOSIÇÃO;-3.8278832;-0.27619374
NILTO TATTO;PT;São Paulo;382;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Obstrução;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não Votou;Não;Sim;Não;;OPOSIÇÃO;-18.188412;-25.797655
RICARDO IZAR;PP;São Paulo;383;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não;Sim;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não;Obstrução;Não;Não;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;;GOVERNO;-12.028785;-24.964628
RODRIGO AGOSTINHO;PSB;São Paulo;384;Sim;Não;Não;Não Votou;Sim;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Sim;Não Votou;Obstrução;Sim;Sim;Obstrução;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Obstrução;Obstrução;Não;Obstrução;Não;Obstrução;Obstrução;Não;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não;Sim;Não;;OPOSIÇÃO;-11.935667;0.7181195
ROBERTO DE LUCENA;Podemos;São Paulo;385;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Sim;Obstrução;Não Votou;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Obstrução;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não;Não;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;;MINORIA;-9.428425;-14.116816
ORLANDO SILVA;PCdoB;São Paulo;386;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Sim;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Obstrução;Não Votou;Não;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Não;Não;Não Votou;Não;Não Votou;Não Votou;Obstrução;Não Votou;Não;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;;OPOSIÇÃO;-3.3933876;-8.171927
ROBERTO ALVES;PRB;São Paulo;387;Sim;Não Votou;Obstrução;Obstrução;Não;Obstrução;Sim;Não;Sim;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Obstrução;Sim;Não;Obstrução;Sim;Não Votou;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;;GOVERNO;-5.3253093;-19.724756
ROSANA VALLE;PSB;São Paulo;388;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;;OPOSIÇÃO;-12.360121;1.6880953
SAMUEL MOREIRA;PSDB;São Paulo;389;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não Votou;Sim;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;;GOVERNO;5.0813017;-8.581113
RUI FALCÃO;PT;São Paulo;390;Sim;Não;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Não Votou;Sim;Não;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Obstrução;Não Votou;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;;OPOSIÇÃO;-7.4703374;0.38415378
SÂMIA BOMFIM;PSOL;São Paulo;391;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Obstrução;Não Votou;Não;Sim;Obstrução;Obstrução;Não;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;Obstrução;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;;OPOSIÇÃO;-20.753338;-20.907785
TIRIRICA;PL;São Paulo;392;Sim;Não Votou;Não;Sim;Sim;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Sim;Obstrução;Abstenção;Sim;Obstrução;Não;Sim;Não;Não;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Abstenção;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Sim;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não Votou;Sim;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;;MINORIA;-10.395465;-22.726286
